name,auc_mean,auc_std,accuracy_mean,accuracy_std,auc_pooled_oof_naive,auc_subject_level_oof,ece,brier,n_folds,delta_vs_safe
top20_SAFE,0.7094391534391533,0.07600112862154267,0.6387739463601533,0.08587416417772373,0.7047464130797465,0.7308558558558559,0.07964282598007641,0.22131956870205308,15,0.0
top20_LEAKED,0.9031534391534393,0.039182794658080784,0.8285823754789272,0.06681825369631744,0.8843635301968635,0.903903903903904,0.06364147720565529,0.13601871264458226,15,0.19371428571428595
