name,auc_mean,auc_std,accuracy_mean,accuracy_std,auc_pooled_oof_naive,auc_subject_level_oof,ece,brier,n_folds,delta_vs_safe,cohort
top20_SAFE,0.6786666666666666,0.07419493843173462,0.6166666666666667,0.08692269873603532,0.6578222222222221,0.6856,0.11309622393533354,0.24767108924410502,15,0.0,UCLA_CNP_matched50
top20_LEAKED,0.8726666666666669,0.08111445959602737,0.8066666666666668,0.10780641085864154,0.8610222222222222,0.8695999999999999,0.1002739980965393,0.15911792095153876,15,0.19400000000000028,UCLA_CNP_matched50
