n,p,k,auc_safe_mean,auc_safe_std,auc_leaked_mean,auc_leaked_std,optimism_mean,optimism_std,n_seeds
146,4950,5,0.47679682539682544,0.04907035472435469,0.8089460317460319,0.017487896256985505,0.3321492063492063,0.03688094619843436,10
146,4950,20,0.4683936507936508,0.06153942043170207,0.9366031746031748,0.008908312112367749,0.4682095238095239,0.06192408033936021,10
146,4950,100,0.4883301587301587,0.0734860845728655,0.9976031746031747,0.001937665540031062,0.5092730158730159,0.07306162465845135,10
